name,weight_kg,base_total,capture_rate
Pyukumuku,0.011002200440088017,410,60
Type: Null,1.204240848169634,534,3
Silvally,1.0042008401680336,570,3
Minior,0.39907981596319264,500,30 (Meteorite)255 (Core)
Komala,0.1980396079215843,480,45
Turtonator,2.1194238847769555,485,70
Togedemaru,0.03200640128025605,435,180
Mimikyu,0.00600120024004801,476,45
Bruxish,0.1890378075615123,475,80
Drampa,1.849369873974795,485,70
Dhelmise,2.0994198839767955,517,25
Jangmo-o,0.2960592118423685,300,45
Hakamo-o,0.4690938187637528,420,45
Kommo-o,0.7811562312462494,600,45
Tapu Koko,0.20404080816163234,570,3
Tapu Lele,0.1850370074014803,570,3
Tapu Bulu,0.4540908181636327,570,3
Tapu Fini,0.2110422084416883,570,3
Cosmog,0.0,200,45
Cosmoem,10.0,400,45
Solgaleo,2.2994598919783957,680,45
Lunala,1.199239847969594,680,45
Nihilego,0.5541108221644329,570,45
Buzzwole,3.3356671334266856,570,25
Pheromosa,0.2490498099619924,570,255
Xurkitree,0.9991998399679937,570,30
Celesteela,10.0,570,25
Kartana,0.0,570,255
Guzzlord,8.880776155231047,570,15
Necrozma,2.2994598919783957,600,3
Magearna,0.8041608321664333,600,3
